话题	label	热度	index	在榜日期	在榜时间
贾浅浅硕士学位被撤销	hot	4141999	0	20260716	20260716_00:02:11
韩国散户杠杆爆仓	hot	3957398	1	20260716	20260716_00:02:11
内蒙古 16 岁高中生因拍门玩闹被捅杀	hot	3460879	2	20260716	20260716_00:02:11
曝 DeepSeek 实习日薪突破 5000 元	new	3273561	3	20260716	20260716_00:02:11
副局长自购10亿token手搓防汛小程序	hot	3086244	4	20260716	20260716_00:02:11
人大撤销蒋方舟硕士学位	hot	3081258	5	20260716	20260716_00:02:11
晋江鞋厂火灾已致 28 死		2640142	6	20260716	20260716_00:02:11
长鑫近2万员工每人或可分超百万		2638430	7	20260716	20260716_00:02:11
蒋方舟天才少女人设		2520714	8	20260716	20260716_00:02:11
邹市明夫妇投资理财亏损2亿		2498418	9	20260716	20260716_00:02:11
《功夫女足》预测票房大幅飙升		2397472	10	20260716	20260716_00:02:11
厨师离职被要求交出烹饪配方		2393072	11	20260716	20260716_00:02:11
87版《红楼梦》刘姥姥扮演者去世		2348897	12	20260716	20260716_00:02:11
具俊晔被曝准备与大S儿女争遗产		2104276	13	20260716	20260716_00:02:11
伴娘遭婚闹致伤残获赔 23 万		2094680	14	20260716	20260716_00:02:11
女干部占车位通报被指拉偏架		2000924	15	20260716	20260716_00:02:11
2026上半年GDP增长4.7%		1884721	16	20260716	20260716_00:02:11
冉莹颖邹市明《姐姐当家 2》表现		1873131	17	20260716	20260716_00:02:11
高考分数排名		1855477	18	20260716	20260716_00:02:11
长鑫科技发行价为8.66元/股		1835065	19	20260716	20260716_00:02:11
世界杯考虑扩军到64队		1786316	20	20260716	20260716_00:02:11
韩国股市大反弹		1774308	21	20260716	20260716_00:02:11
客服回应比亚迪唐电机总成脱落		1744317	22	20260716	20260716_00:02:11
万元 AI 研学营被曝圈钱糊弄		1729709	23	20260716	20260716_00:02:11
世界杯四强出炉		1707824	24	20260716	20260716_00:02:11
香港资深电影人施南生去世		1704501	25	20260716	20260716_00:02:11
罗技因广告辱客被罚20万		1698634	26	20260716	20260716_00:02:11
赛力斯预计半年净亏损15-18亿		1669734	27	20260716	20260716_00:02:11
深圳文和友确认撤场		1527993	28	20260716	20260716_00:02:11
《功夫女足》热映		1434664	29	20260716	20260716_00:02:11
曝 DeepSeek 实习日薪突破 5000 元	hot	2777352	5	20260716	20260716_00:12:02
房子被定位为大宗耐用消费品		1448448	27	20260716	20260716_01:11:56
耿同学曝光中山大学徐瑞华院士论文造假		1383162	29	20260716	20260716_01:11:56
女子煲汤邻居误以为尸臭报警		1372237	29	20260716	20260716_01:32:06
赤峰一民宿禁止夫妻情侣入住		1377186	29	20260716	20260716_02:02:07
人大撤销蒋方舟硕士学位		3882377	2	20260716	20260716_02:31:58
英阿大战裁判争议		1390657	29	20260716	20260716_02:31:58
吴绮莉公开成龙拒认女儿原因		1380456	29	20260716	20260716_03:11:56
新能源车平均车龄仅1.8年		1570067	26	20260716	20260716_05:02:11
法国vs西班牙		1779192	21	20260716	20260716_05:21:57
《功夫女足》5天票房破8亿		1383162	29	20260716	20260716_05:52:04
副局长自购10亿token手搓防汛小程序		3101765	4	20260716	20260716_06:11:56
姆巴佩称法国不具备决赛实力		1393303	29	20260716	20260716_06:11:56
西班牙2-0法国		2910144	6	20260716	20260716_06:51:41
世界杯		1398552	29	20260716	20260716_06:51:41
曝大S手机写的遗嘱徐家不认		1403224	29	20260716	20260716_07:32:10
