话题	label	热度	index	在榜日期	在榜时间
铁路部门致歉占座事件		3153900	5	20260823	20260823_07:02:17
青岛男子辱骂女游客视频		2168130	14	20260823	20260823_07:42:04
工人徒手用甲醛泡白菜		1177052	29	20260823	20260823_08:22:04
DeepSeek 周末全天按低谷价收费	hot	3880466	1	20260823	20260823_09:02:33
日本本州岛 5.8 级地震	new	3476167	4	20260823	20260823_09:02:33
2026世界人形机器人运动会	hot	3731154	2	20260823	20260823_09:22:02
许家印被判处无期徒刑		3546910	5	20260823	20260823_10:02:23
网红温婉偷税被罚后换号复出	new	3554292	5	20260823	20260823_10:41:49
女儿拒动用十万压岁钱支付生活费		1735759	28	20260823	20260823_11:41:36
青岛 担心安全问题你可以不去		1426193	29	20260823	20260823_14:12:09
艾滋病检测结果不得告知配偶		1357055	28	20260823	20260823_14:31:52
 韩国狗肉馆迎来最后一批食客		1355336	28	20260823	20260823_14:51:39
老人进店休息离世店家帮扶遭索赔	new	3226731	6	20260823	20260823_15:02:17
日本本州岛 5.8 级地震		2158648	16	20260823	20260823_15:02:17
桃黑黑口碑		1985274	20	20260823	20260823_15:02:17
网红温婉偷税被罚后换号复出	hot	2507749	12	20260823	20260823_16:41:47
“准两万亿”之城要上桌了		1300284	29	20260823	20260823_16:52:05
最近是全体教师最脆弱的时候		1263119	29	20260823	20260823_17:12:10
男子辱骂女游客最高可判3年		1258276	29	20260823	20260823_17:32:13
北大报到日校园满是扛床垫的爸		1222278	29	20260823	20260823_17:52:06
《凡人修仙传》在线人数下跌		1237586	29	20260823	20260823_18:22:09
阿里巴巴拟配售800亿港元新股	new	2488945	12	20260823	20260823_18:52:13
韦东奕带货卖39.8元练习册		3161430	5	20260823	20260823_19:21:47
著名战地记者唐师曾逝世	new	3149478	6	20260823	20260823_19:21:47
韩红基金会救护车采购供应商被立案调查	new	2519462	14	20260823	20260823_19:21:47
中国足协否认韩足协提供过不当招待	new	3209236	4	20260823	20260823_19:32:18
DeepSeek 周末全天按低谷价收费		2709246	11	20260823	20260823_19:52:06
