话题	label	热度	index	在榜日期	在榜时间
加拿大 vs 摩洛哥		2166540	14	20260705	20260705_05:11:41
普京称俄面临命运攸关时刻		1619700	25	20260705	20260705_05:11:41
湖南一家5口惨遭灭门案告破	hot	3121073	3	20260705	20260705_05:21:45
世界杯		1650585	26	20260705	20260705_05:21:45
日本市民大排长龙买中国相机		2163202	16	20260705	20260705_05:41:41
夫妻月入两万被登记困难职工		3072239	4	20260705	20260705_06:21:40
法国 1-0 巴拉圭	hot	3692919	1	20260705	20260705_07:21:47
摩洛哥 3-0 加拿大	hot	3330513	3	20260705	20260705_07:21:47
特立独行		1715712	26	20260705	20260705_07:21:47
月入过万年薪也才12万		1390019	29	20260705	20260705_08:11:45
官方通报西安赛格商场人员坠楼		3480440	2	20260705	20260705_08:21:31
7月全国将有4次高温过程		1402914	29	20260705	20260705_09:11:43
阿根廷3-2险胜佛得角		3848876	0	20260705	20260705_09:21:48
王力宏演唱会摔倒 面部出血	hot	3544243	2	20260705	20260705_09:31:46
经脉受损心气散了		1902233	21	20260705	20260705_09:51:43
699分女孩的真心不该被嘲讽		1242965	29	20260705	20260705_10:51:44
郭宇欣 我和周也还不一定谁蹭谁呢		1196565	29	20260705	20260705_11:21:41
「机器人伴侣」订单破万		1203958	27	20260705	20260705_11:31:51
虞书欣粉丝家属照泄露		1164529	29	20260705	20260705_11:31:51
男子踹倒搂妻陌生人后发现是女子		1142639	29	20260705	20260705_12:01:55
罗永浩称没必要对电影人阴阳怪气		1151055	27	20260705	20260705_12:21:42
3人传播涉赛格坠楼谣言被罚		1147523	29	20260705	20260705_12:31:59
清华大学一本科生被公告退学		1149758	28	20260705	20260705_13:11:44
普京首次承认俄罗斯缺油		1145464	29	20260705	20260705_13:11:44
婆婆不带娃被儿媳打断四根肋骨		1134237	28	20260705	20260705_13:21:44
wtt		1127034	29	20260705	20260705_13:21:44
国乒男单7人全部出局		1121496	26	20260705	20260705_13:41:42
酒店推行24小时退房引热议		1081515	28	20260705	20260705_13:41:42
印度坑了苹果		1079306	29	20260705	20260705_13:41:42
影视飓风 直播事故	hot	2006226	16	20260705	20260705_13:51:46
C罗穿葡萄牙已故队友球衣谢场		1057440	28	20260705	20260705_13:51:46
高考分数排名		1054146	29	20260705	20260705_13:51:46
LV在中国密集维权		1044576	29	20260705	20260705_14:11:52
《脱口秀和 Ta 的朋友们》第三季第二期		1043363	28	20260705	20260705_14:21:44
耿同学曝有人美国学术造假后入职浙大清华		1042146	29	20260705	20260705_14:21:44
TSW3:1淘汰TES	new	3555472	1	20260705	20260705_14:41:49
蒋方舟发文称已报警	new	3484982	3	20260705	20260705_14:41:49
诺奖得主全职加盟清华		1068071	29	20260705	20260705_15:11:47
巴拉圭门将赛后用球砸姆巴佩		2053895	16	20260705	20260705_15:41:43
日本市民大排长龙买中国相机	hot	2265566	14	20260705	20260705_16:51:46
SK海力士单日市值蒸发超万亿		1048672	29	20260705	20260705_18:51:50
极客湾麒麟9030芯片性能解析		1319489	25	20260705	20260705_19:21:44
巴西 vs 挪威		1084805	28	20260705	20260705_19:51:48
巴拉圭法国冲突		2113585	14	20260705	20260705_20:21:42
TSW3:1淘汰TES	hot	2678302	7	20260705	20260705_20:41:44
巴拉圭门将赛后用球砸姆巴佩	hot	2497216	9	20260705	20260705_20:41:44
西安赛格已成被执行人		1061171	29	20260705	20260705_20:41:44
罗永浩发声力挺韩红		1052488	29	20260705	20260705_20:51:44
巴拉圭 扒拉龟		1056501	29	20260705	20260705_21:21:43
lv起诉茉莉奶白判赔1030万		1046750	29	20260705	20260705_21:41:41
马未都回应观复博物馆疑现被盗佛像		1032269	28	20260705	20260705_22:21:44
野狗骨头		1029003	29	20260705	20260705_22:21:44
