话题	label	热度	index	在榜日期	在榜时间
《欢迎来龙餐馆》	hot	3690046	0	20260812	20260812_00:01:49
王宝强0票	hot	3680046	1	20260812	20260812_00:01:49
055 遵义舰演习遭潜艇「击沉」	hot	3326979	2	20260812	20260812_00:01:49
Zhihu CLI上线	hot	3226612	3	20260812	20260812_00:01:49
同济大学取消教师长期聘任	hot	3126245	4	20260812	20260812_00:01:49
湖北宜昌进入战时状态	hot	3119023	5	20260812	20260812_00:01:49
百万粉网红姜小柔因车祸去世	hot	2998947	6	20260812	20260812_00:01:49
台风「白海豚」致上海无锡内涝	hot	2836356	7	20260812	20260812_00:01:49
贾冰私下饭局爆粗口被偷拍		2673764	8	20260812	20260812_00:01:49
易烊千玺百花奖最佳男主角		2655076	9	20260812	20260812_00:01:49
方文山方回应出轨传闻		2583928	10	20260812	20260812_00:01:49
第一批抱冬瓜睡觉受害者已出现		2540816	11	20260812	20260812_00:01:49
网红巴旦木公主晒与卢本伟结婚照	hot	2492241	12	20260812	20260812_00:01:49
费大厨撤下全国小炒肉大王称号		2491027	13	20260812	20260812_00:01:49
Claude黎曼猜想获重大突破		2360850	14	20260812	20260812_00:01:49
我国首次证实「胶球」存在		2310361	15	20260812	20260812_00:01:49
日本一医院错把患者脑部当肿瘤切除		2224316	16	20260812	20260812_00:01:49
婚外胚胎案丈夫称已销毁胚胎		2211589	17	20260812	20260812_00:01:49
山西一实习护士晒患者隐私照		2176703	18	20260812	20260812_00:01:49
睡车里被收「住宿费」反转媒体道歉		2167745	19	20260812	20260812_00:01:49
内蒙古警车私自换标整改		2037581	20	20260812	20260812_00:01:49
豆包否认推荐酒店抽取 12% 佣金		2036075	21	20260812	20260812_00:01:49
孙子非亲生老人索抚养费被驳		1890817	22	20260812	20260812_00:01:49
于东来回应关闭胖东来生活广场店		1860668	23	20260812	20260812_00:01:49
教师因拉架获不起诉仍被降岗		1844729	24	20260812	20260812_00:01:49
《欢迎来龙餐馆》奥斯卡		1825885	25	20260812	20260812_00:01:49
苹果被曝正测试长鑫存储芯片		1820791	26	20260812	20260812_00:01:49
欢迎来龙餐馆热映		1702553	27	20260812	20260812_00:01:49
蓝箭朱雀三号火箭发射推迟		1660735	28	20260812	20260812_00:01:49
哥伦比亚 7.5 级地震		1624016	29	20260812	20260812_00:01:49
台风「白海豚」致上海无锡内涝		2361902	13	20260812	20260812_00:11:54
儿子说「以后大不了送外卖」爸爸真带他去了		1571518	29	20260812	20260812_01:21:58
多地高分生扎堆填报中本贯通		1639722	28	20260812	20260812_02:21:54
同济大学取消教师长期聘任		3103125	5	20260812	20260812_04:32:06
网红巴旦木公主晒与卢本伟结婚照		2688191	7	20260812	20260812_04:32:06
马斯克拟建全球最大芯片工厂		1978503	21	20260812	20260812_05:11:58
人民艺术家郭兰英逝世		3300334	3	20260812	20260812_08:02:16
存款市场罕见两极分化		1751572	27	20260812	20260812_08:32:00
黄子韬徐艺洋直播互扇巴掌		2036858	21	20260812	20260812_09:21:42
北京暴雨		4325106	1	20260812	20260812_09:32:06
雅典娜确认遇害细节公开		1639153	28	20260812	20260812_10:22:01
以军士兵把枪口对准中国记者		1635348	27	20260812	20260812_12:41:53
河南浙江等地暴雨	new	3605804	4	20260812	20260812_12:52:00
东莞将教师称作「课时服务人员」		1608137	29	20260812	20260812_13:21:38
