话题	label	热度	index	在榜日期	在榜时间
宗馥莉同父异母兄弟成立新公司		3583859	0	20260805	20260805_00:02:07
鸿蒙智行回应「竹知了」事件	new	3556481	1	20260805	20260805_00:02:07
同济大学取消教师长期聘任	hot	3529102	2	20260805	20260805_00:02:07
患癌妻子申请销毁婚外胚胎遭拒	hot	3525731	3	20260805	20260805_00:02:07
人生选择模拟器	activity	3520442	4	20260805	20260805_00:02:07
瑞幸对嘴喷奶油员工已被开除	hot	3515153	5	20260805	20260805_00:02:07
竹知了视频被投诉下架	hot	3278144	6	20260805	20260805_00:02:07
美国制裁洽洽瓜子思念水饺	hot	3129615	7	20260805	20260805_00:02:07
DeepSeek 被称为大模型「斩杀线」	hot	2957670	8	20260805	20260805_00:02:07
妈妈罚男孩一次性吃30袋魔芋爽	hot	2885716	9	20260805	20260805_00:02:07
儿科医生韩杰因医疗事故罪被判刑		2726918	10	20260805	20260805_00:02:07
各路明星开始哭穷	hot	2654574	11	20260805	20260805_00:02:07
知友邓煜获得菲尔兹奖		2595119	12	20260805	20260805_00:02:07
网易《剑心雕龙》项目组疑解散		2573617	13	20260805	20260805_00:02:07
婚外试管案丈夫称拒销毁胚胎系误会		2507052	14	20260805	20260805_00:02:07
男子为取出婚外胚胎逼原配离婚		2400197	15	20260805	20260805_00:02:07
柯洁夺冠后称7月下棋不足5小时		2324373	16	20260805	20260805_00:02:07
蔡崇信宣布离婚		2277743	17	20260805	20260805_00:02:07
精神科医生10级美颜证件照火了		2269767	18	20260805	20260805_00:02:07
青岛一仓库发生火灾		2249203	19	20260805	20260805_00:02:07
美国将 43 家中企拉黑		2238387	20	20260805	20260805_00:02:07
出入境管理新规		2142543	21	20260805	20260805_00:02:07
DeepSeek 单日吞下 8 万亿		2090577	22	20260805	20260805_00:02:07
广东四岁女童无人照顾夜宿路边		2076548	23	20260805	20260805_00:02:07
OpenAI Astra大量解决数学猜想		2069617	24	20260805	20260805_00:02:07
男乒世界排名前5只剩王楚钦		2062603	25	20260805	20260805_00:02:07
24岁华尔街AI天才爆仓		2042077	26	20260805	20260805_00:02:07
老乡鸡因求职者同名拒录用		1950784	27	20260805	20260805_00:02:07
竹知了	hot	1921983	28	20260805	20260805_00:02:07
张继科参赛遭解说嘲讽		1917505	29	20260805	20260805_00:02:07
各路明星开始哭穷		2661621	11	20260805	20260805_00:21:52
赛力斯 7 月新能源销量同比大跌		1904145	27	20260805	20260805_00:41:50
赛里木湖打人事件7人被拘		1874543	29	20260805	20260805_00:41:50
女子举报法院执行局长骚扰索贿		1835065	29	20260805	20260805_00:51:40
鸿蒙智行回应「竹知了」事件	hot	2828521	8	20260805	20260805_04:51:49
美国制裁洽洽瓜子思念水饺		2635573	11	20260805	20260805_05:21:39
妈妈罚男孩一次性吃30袋魔芋爽		2969509	7	20260805	20260805_05:32:01
竹知了视频被投诉下架		3219557	3	20260805	20260805_05:51:42
泰航拒绝20多名中国乘客登机		1789866	29	20260805	20260805_07:31:49
婚外胚胎案当事人女儿刚考上一本		1792454	29	20260805	20260805_08:11:56
泰航拒绝20多名中国乘客登机	new	3467801	2	20260805	20260805_08:21:50
DeepSeek 被称为大模型「斩杀线」		3161531	6	20260805	20260805_08:21:50
同济大学取消教师长期聘任		3445253	3	20260805	20260805_09:11:46
笔试第一称被第二名花钱劝弃考	new	3953485	1	20260805	20260805_09:51:48
鸿蒙智行回应「竹知了」事件		2992000	10	20260805	20260805_10:11:49
邹市明已连续数月零收入	hot	1885906	29	20260805	20260805_10:11:49
11名女员工入职被要求孕检		1886103	29	20260805	20260805_10:21:22
辱骂捐赠日军罪证少年者被传唤	hot	1861453	29	20260805	20260805_10:51:47
精神小伙一封写给妈妈的信获赞200万		1862113	29	20260805	20260805_11:01:53
美国拟禁止进口中国光模块	hot	4612218	0	20260805	20260805_11:51:48
美日证实双方联合干预日元汇率		1737012	29	20260805	20260805_12:21:43
第一批抱冬瓜睡觉受害者已出现		1739147	29	20260805	20260805_12:41:44
禁止将本书用于人工智能训练		1661944	29	20260805	20260805_13:31:50
官方回应青岛大火		1860461	27	20260805	20260805_13:51:42
美团被曝将清退所有外包		1696945	29	20260805	20260805_14:02:25
泰航拒绝20多名中国乘客登机	hot	3134346	8	20260805	20260805_14:21:53
歼-20 部队悬挂「飞行二大队覆灭耻辱记」		1629199	29	20260805	20260805_14:51:45
官方通报西安赛格商场坠楼案	new	4776238	3	20260805	20260805_15:21:47
笔试第一称被第二名花钱劝弃考	hot	2933277	11	20260805	20260805_15:51:44
韩国宣布国家灾难状态		1717936	29	20260805	20260805_15:51:44
