话题	label	热度	index	在榜日期	在榜时间
鹿晗 司晓迪	hot	4543811	0	20260712	20260712_00:02:05
长征十号乙火箭回收成功	hot	4014685	1	20260712	20260712_00:02:05
浙江 3 地海水倒灌风险较高	new	3655426	2	20260712	20260712_00:02:05
抖音崩了	new	3475796	3	20260712	20260712_00:02:05
南非世界杯球员杰登亚当斯离世	new	3385981	4	20260712	20260712_00:02:05
晋江鞋厂火灾已致 28 死	hot	3341073	5	20260712	20260712_00:02:05
巴威再度增强为强台风级		3296166	6	20260712	20260712_00:02:05
长沙通报体育局员工恶意霸占车位	hot	3224019	7	20260712	20260712_00:02:05
西班牙2-1比利时		2871165	8	20260712	20260712_00:02:05
台风巴威登陆后将直奔山东	hot	2867654	9	20260712	20260712_00:02:05
丘成桐回应「清退」事件		2660792	10	20260712	20260712_00:02:05
挪威vs英格兰		2551064	11	20260712	20260712_00:02:05
功夫女足票房突破1亿		2342156	12	20260712	20260712_00:02:05
长沙占车位体育局干部被停职		2146923	13	20260712	20260712_00:02:05
两部门对氦气临时禁止出口		2130874	14	20260712	20260712_00:02:05
媒体评俄罗斯失败论抬头		2082006	15	20260712	20260712_00:02:05
高考分数排名		2077812	16	20260712	20260712_00:02:05
上班隐形成本其实很高		1890817	17	20260712	20260712_00:02:05
长征十号乙		1861247	18	20260712	20260712_00:02:05
国务院安委会督办泉州7·9火灾		1801530	19	20260712	20260712_00:02:05
papi酱邀梁靖崑上节目		1686119	20	20260712	20260712_00:02:05
维基百科把中国列为超级大国		1680037	21	20260712	20260712_00:02:05
周星驰《功夫女足》排片刷新纪录		1661642	22	20260712	20260712_00:02:05
辉瑞前总部大楼恐局部坍塌		1603069	23	20260712	20260712_00:02:05
幼师监控下引导幼儿打同学		1533896	24	20260712	20260712_00:02:05
韦东奕获国家自然科学二等奖		1494563	25	20260712	20260712_00:02:05
恋与深空取消上线敖尹		1493092	26	20260712	20260712_00:02:05
HLE vs LYON		1450784	27	20260712	20260712_00:02:05
广西南宁一水库坝体出现缺口		1411375	28	20260712	20260712_00:02:05
小米汽车「澎程」系列将推增程SUV		1380456	29	20260712	20260712_00:02:05
台风巴威登陆	hot	4024685	0	20260712	20260712_00:11:53
阿根廷vs瑞士		1865606	18	20260712	20260712_00:21:54
日本可回收火箭仅飞 11 米		1181373	28	20260712	20260712_00:21:54
晋江火灾鞋厂参保人数12人		1124274	29	20260712	20260712_00:21:54
苹果起诉OpenAI窃取商业机密		1050585	29	20260712	20260712_00:51:57
广西捕蛇人2天擒获两千斤蛇	hot	2230959	13	20260712	20260712_01:02:07
台风巴威到哪了	hot	3280575	6	20260712	20260712_01:22:02
陈都灵喊张婧仪公主		1758877	23	20260712	20260712_02:02:09
香港扫黄被捕女子最小16岁		1429034	26	20260712	20260712_02:31:57
台风巴威登陆后将直奔山东		2933277	8	20260712	20260712_02:51:37
一家四口乘机腹泻不止弄脏座椅		1472991	26	20260712	20260712_02:51:37
小米澎程		1111820	29	20260712	20260712_03:21:49
南非世界杯球员杰登亚当斯离世		2430911	12	20260712	20260712_03:42:00
内蒙古 16 岁高中生因拍门玩闹被捅杀		1111208	29	20260712	20260712_03:51:52
浙江 3 地海水倒灌风险较高		2179070	14	20260712	20260712_04:21:42
长征十号乙火箭回收成功		3653283	1	20260712	20260712_05:02:10
挪威 vs 英格兰	new	3453065	2	20260712	20260712_05:02:10
晋江鞋厂火灾已致 28 死		3207888	4	20260712	20260712_05:21:57
长沙通报体育局员工恶意霸占车位		3246602	3	20260712	20260712_05:51:52
哈兰德吐槽姆巴佩点球被叫停		1640163	23	20260712	20260712_06:21:37
7 月 11 日抖音崩了		1218363	29	20260712	20260712_06:51:56
恋与深空		1410704	26	20260712	20260712_07:11:52
福建晋江鞋厂火灾		1592567	24	20260712	20260712_07:21:49
脱口秀唐香玉拒不道歉被强执		1399490	28	20260712	20260712_07:32:10
台风巴威到哪了		3184736	4	20260712	20260712_07:51:57
原则上无人机不许吊人但人民大于原则		1343705	28	20260712	20260712_08:11:50
挪威vs英格兰	new	2808948	6	20260712	20260712_08:51:50
英格兰2-1淘汰挪威	new	3350113	0	20260712	20260712_09:11:46
阿根廷vs瑞士	new	3345113	1	20260712	20260712_09:11:46
挪威vs英格兰	hot	2223134	15	20260712	20260712_09:11:46
六蓝水库决堤		1454498	29	20260712	20260712_09:51:54
隋坡差评餐厅老板逆天回怼		1399073	29	20260712	20260712_10:21:48
隋坡差评餐厅老板逆天回怼	hot	3237815	3	20260712	20260712_10:32:00
papi 酱邀梁靖崑上节目	hot	3235315	4	20260712	20260712_10:32:00
李钟硕IU宣布分手		2477886	16	20260712	20260712_11:02:07
广西捕蛇人2天擒获两千斤蛇		2180485	19	20260712	20260712_11:51:46
阿根廷3-1瑞士进4强	new	3240003	2	20260712	20260712_12:02:05
瑞士前锋假摔被罚下		1517989	29	20260712	20260712_13:31:59
小米分批持续裁员		1503624	29	20260712	20260712_14:51:54
