话题	label	热度	index	在榜日期	在榜时间
张颖颖发博骂马筱梅夫妇	hot	3525852	0	20260803	20260803_00:02:00
青岛一仓库发生火灾	new	3469897	1	20260803	20260803_00:02:00
DeepSeek-V4 Flash正式版发布	hot	3413942	2	20260803	20260803_00:02:00
哥哥冒用弟弟高考成绩一路读到博士	hot	3315554	3	20260803	20260803_00:02:00
人生选择模拟器	activity	3260371	4	20260803	20260803_00:02:00
蔡崇信宣布离婚	hot	3205188	5	20260803	20260803_00:02:00
知友邓煜获得菲尔兹奖	hot	3149001	6	20260803	20260803_00:02:00
长沙一高层住宅火灾 4 死 2 伤	hot	2623057	7	20260803	20260803_00:02:00
AI 泡沫或进入倒计时		2594021	8	20260803	20260803_00:02:00
精神科医生10级美颜证件照火了		2463204	9	20260803	20260803_00:02:00
疑似瑞幸员工对嘴喷奶油		2454791	10	20260803	20260803_00:02:00
哈工大取消统考研究生学业奖学金		2423013	11	20260803	20260803_00:02:00
OpenAI Astra大量解决数学猜想		2349523	12	20260803	20260803_00:02:00
韩股38天跌掉韩国一年GDP		2321858	13	20260803	20260803_00:02:00
绿化工人工作群留遗言后坠亡		2191920	14	20260803	20260803_00:02:00
《年会不能停2！》热映		2135341	15	20260803	20260803_00:02:00
房主任被停演 3 个月		2088377	16	20260803	20260803_00:02:00
上海地铁即将迎来涨价		2008573	17	20260803	20260803_00:02:00
丘成桐作诗祝贺王虹邓煜		1998028	18	20260803	20260803_00:02:00
韩国股市上涨近18%创历史最大涨幅		1898775	19	20260803	20260803_00:02:00
运营商停止第三方互联网渠道号卡办理		1890425	20	20260803	20260803_00:02:00
房主任 母女关系		1877756	21	20260803	20260803_00:02:00
同济大学取消教师长期聘任		1870701	22	20260803	20260803_00:02:00
电报创始人被全球通缉		1746422	23	20260803	20260803_00:02:00
特朗普称同意取消军事打击伊朗		1701436	24	20260803	20260803_00:02:00
湘财、国盛证券被证监会立案		1570067	25	20260803	20260803_00:02:00
雷军发布会说晚安被指营销		1529969	26	20260803	20260803_00:02:00
顾客因大盘鸡放土豆报警		1411921	27	20260803	20260803_00:02:00
患癌妻子申请销毁婚外胚胎遭拒		1362546	28	20260803	20260803_00:02:00
欧足联宣布抵制所有国际足联赛事		1356483	29	20260803	20260803_00:02:00
连云港母女	hot	2092359	17	20260803	20260803_00:11:40
各路明星开始哭穷		1358197	29	20260803	20260803_00:11:40
疑似瑞幸员工对嘴喷奶油	hot	2490813	10	20260803	20260803_00:31:51
喜羊羊新作画面疑似擦边	hot	3878877	0	20260803	20260803_01:11:41
八仙	hot	2212013	16	20260803	20260803_01:11:41
青岛一仓库发生火灾	hot	2597432	9	20260803	20260803_03:01:55
尹新月 赵丽颖		1532564	29	20260803	20260803_03:41:40
蜘蛛侠		2046359	19	20260803	20260803_03:54:08
长沙一高层住宅火灾 4 死 2 伤		2794149	7	20260803	20260803_04:51:39
蔡崇信宣布离婚		3173559	5	20260803	20260803_05:11:43
知友邓煜获得菲尔兹奖		3163032	6	20260803	20260803_05:11:43
嘲讽张继科解说已被解除合作关系		1411921	29	20260803	20260803_05:31:46
DeepSeek-V4 Flash正式版发布		3323633	3	20260803	20260803_06:51:42
最美教师出轨学生家长致学生休学		2240139	15	20260803	20260803_06:51:42
住房公积金条例重大修订		1920132	22	20260803	20260803_07:01:55
青岛一仓库发生火灾		2712940	9	20260803	20260803_07:41:39
男子称妻子出轨教师并告诉孩子	hot	2445223	12	20260803	20260803_07:51:22
西班牙边境失控		1575125	29	20260803	20260803_08:01:38
