话题	label	热度	index	在榜日期	在榜时间
重庆彭水山体崩塌仍有34人失联	hot	5763462	0	20260718	20260718_00:01:35
韩国散户杠杆爆仓	hot	5753462	1	20260718	20260718_00:01:35
重庆彭水山体垮塌最新救援进展	hot	4647619	2	20260718	20260718_00:01:35
曾硬刚王健林的80后干部徐刘蔚被查	hot	3541776	3	20260718	20260718_00:01:35
人生选择模拟器	activity	3472008	4	20260718	20260718_00:01:35
《歌手 2026》第九期	new	3402240	5	20260718	20260718_00:01:35
realme 手机退出中国市场	hot	3262703	6	20260718	20260718_00:01:35
阿根廷 2-1 英格兰		3205780	7	20260718	20260718_00:01:35
西班牙阿根廷谁能夺冠		3013914	8	20260718	20260718_00:01:35
重庆彭水发生山体崩塌	hot	2964489	9	20260718	20260718_00:01:35
曝《功夫女足》被偷票房		2915138	10	20260718	20260718_00:01:35
曲婉婷自曝得乳腺癌	hot	2845198	11	20260718	20260718_00:01:35
日本护士将排泄物混入患者输液		2674468	12	20260718	20260718_00:01:35
邹市明夫妇2亿理财亏损始末		2647510	13	20260718	20260718_00:01:35
邹市明夫妇投资理财亏损2亿		2564867	14	20260718	20260718_00:01:35
KIMI K3模型正式上线		2552952	15	20260718	20260718_00:01:35
贾浅浅硕士学位被撤销		2402536	16	20260718	20260718_00:01:35
长鑫科技发行价为8.66元/股		2139143	17	20260718	20260718_00:01:35
梁文锋重仓打新长鑫科技		2137498	18	20260718	20260718_00:01:35
乐事被曝薯片中吃出蓝薯片异物		2093452	19	20260718	20260718_00:01:35
匈牙利前外长辞职转投比亚迪		2091400	20	20260718	20260718_00:01:35
白鹿告别欢娱影视		1983324	21	20260718	20260718_00:01:35
莫言之女管笑笑被爆论文抄袭		1972292	22	20260718	20260718_00:01:35
《功夫女足》热映		1940158	23	20260718	20260718_00:01:35
Kimi-K3 灰度测试		1877756	24	20260718	20260718_00:01:35
邹市明夫妇被质疑卖惨引流		1867446	25	20260718	20260718_00:01:35
美军宣布对伊朗开始新一波打击		1860627	26	20260718	20260718_00:01:35
西班牙2-0法国		1823455	27	20260718	20260718_00:01:35
西班牙vs阿根廷		1786316	28	20260718	20260718_00:01:35
高考分数排名		1761522	29	20260718	20260718_00:01:35
ofo停更5年后发文		1737846	29	20260718	20260718_00:11:36
法国vs英格兰		1797826	28	20260718	20260718_00:21:39
曲婉婷自曝得乳腺癌		2903172	10	20260718	20260718_02:11:44
《歌手 2026》第九期		2079633	19	20260718	20260718_02:41:38
DeepSeek V4 正式版即将发布		1713860	29	20260718	20260718_03:21:41
英国将中资控股的英国钢铁公司国有化		1672995	28	20260718	20260718_05:01:49
长鑫科技兆易创新		1639406	29	20260718	20260718_05:01:49
曾硬刚王健林的80后干部被查		1645058	29	20260718	20260718_05:51:41
长鑫科技中1签能赚多少钱		1561274	29	20260718	20260718_06:21:37
韩国股市连日暴跌暴涨过山车		1543962	29	20260718	20260718_06:51:49
重庆彭水发生山体崩塌		3123807	3	20260718	20260718_07:01:47
A股跌至3790点		2381553	12	20260718	20260718_07:51:37
46岁教师脱产读博6年毕业前去世		1683232	28	20260718	20260718_07:51:37
ewc		1550658	29	20260718	20260718_08:21:40
法国队对季军赛毫无动力		1561643	29	20260718	20260718_08:41:33
法国队疑再次出现内讧		1562750	29	20260718	20260718_08:51:33
kimik3发布		1497333	29	20260718	20260718_09:21:32
LV老板被追缴巨额税款		1509422	29	20260718	20260718_09:31:37
雀骨		1438986	27	20260718	20260718_10:11:34
法国季军战全替补阵容出战		1423927	28	20260718	20260718_10:11:34
伊朗多地遭袭击		1407849	29	20260718	20260718_10:11:34
