话题	label	热度	index	在榜日期	在榜时间
招商蛇口高管涉酒局伤害女性被刑拘	hot	3961380	0	20260820	20260820_00:02:27
宇树科技上市	hot	3959661	1	20260820	20260820_00:02:27
网红小家电集体吃灰	hot	3957942	2	20260820	20260820_00:02:27
Zhihu CLI上线	hot	3794850	3	20260820	20260820_00:02:27
朱雀三号成功回收	hot	3631758	4	20260820	20260820_00:02:27
王兴兴成为90后新首富	hot	3478455	5	20260820	20260820_00:02:27
官方修改《住房公积金管理条例》		3055634	6	20260820	20260820_00:02:27
胖东来招聘不包含性侵犯罪人员		2945901	7	20260820	20260820_00:02:27
外交部改称靖国神社为战犯神社		2716970	8	20260820	20260820_00:02:27
佛山通报「教师招聘笔试后5名进体检」		2468259	9	20260820	20260820_00:02:27
北大数院发布王虹万字专访		2449582	10	20260820	20260820_00:02:27
协和医生用AI解决22年数学难题		2431774	11	20260820	20260820_00:02:27
国乒盼樊振东回归		2397803	12	20260820	20260820_00:02:27
四川一升学宴突发事故致5人死亡		2354038	13	20260820	20260820_00:02:27
中国医师节		2343510	14	20260820	20260820_00:02:27
王星案跨境人口贩卖集团被公诉		2334885	15	20260820	20260820_00:02:27
曹云金拿郭德纲砸现挂		2311691	16	20260820	20260820_00:02:27
高市早苗因病遭反噬		2260656	17	20260820	20260820_00:02:27
弟弟举报哥哥冒名顶替案开庭		2151888	18	20260820	20260820_00:02:27
石家庄一居民楼部分坍塌		2095497	19	20260820	20260820_00:02:27
瑞幸七夕联名陷争议		2016121	20	20260820	20260820_00:02:27
蒙古不法分子侮辱中咨企业员工		1994631	21	20260820	20260820_00:02:27
蔚来武汉换电站资产转由国资持有		1907190	22	20260820	20260820_00:02:27
小米Q2财报发布		1879755	23	20260820	20260820_00:02:27
新规禁厨余垃圾直接喂猪		1861907	24	20260820	20260820_00:02:27
上海 2026 社保基数公布		1851077	25	20260820	20260820_00:02:27
韩媒曝韩足协性贿赂中国足协人士		1838305	26	20260820	20260820_00:02:27
欢迎来龙餐馆 细节		1701157	27	20260820	20260820_00:02:27
九部门联手力挺县域消费		1694119	28	20260820	20260820_00:02:27
七夕	hot	1619821	29	20260820	20260820_00:02:27
佛山通报「教师招聘笔试后5名进体检」	hot	2489740	9	20260820	20260820_00:12:07
杭州酒局事件受害者照片被散播		1627908	29	20260820	20260820_00:12:07
蓝盈莹要求工作群消息尽量秒回		1587546	29	20260820	20260820_00:32:27
郭敬明把艾米婴儿肥减没了		1612488	29	20260820	20260820_01:42:01
杭州酒局事件被害人正接受治疗		1592775	28	20260820	20260820_02:23:07
胖东来 刑期五年以上门槛		1563119	29	20260820	20260820_02:23:07
胖东来招刑释人员设五年刑期门槛		1539729	28	20260820	20260820_03:02:17
美军「林肯」号航母问题引担忧		1530363	29	20260820	20260820_03:02:17
王兴兴成为90后新首富		3359340	4	20260820	20260820_03:22:03
美国宣布：制裁赤根智子		1534287	29	20260820	20260820_03:22:03
宇树科技中签女子开盘就卖出		1512295	29	20260820	20260820_05:21:56
居民存款7月又少了6300亿		1706220	27	20260820	20260820_05:32:00
朱雀三号成功回收		3511532	2	20260820	20260820_05:52:10
杭州酒局事件	hot	2257554	15	20260820	20260820_06:12:01
四川长宁一升学宴墙体倒塌致 5 人死亡		1993982	19	20260820	20260820_06:32:11
许家印崩了东北富二代42个亿		1630551	28	20260820	20260820_07:12:08
朱雀三号回收成功		1505288	29	20260820	20260820_07:52:09
酒局献祭		1494793	29	20260820	20260820_08:22:04
高铁 2 人 3 票占座放零食引争议	hot	4056667	0	20260820	20260820_08:32:15
村民称升学宴事故主家是低保户		1571156	29	20260820	20260820_09:32:08
秦皇岛一底商发生火灾已致 8 死	new	4119445	1	20260820	20260820_09:52:13
