话题	label	热度	index	在榜日期	在榜时间
长鑫拒绝苹果降价要求	hot	3437932	0	20260808	20260808_00:02:10
44岁爸爸因叛逆期女儿考研上985	hot	3434858	1	20260808	20260808_00:02:10
东航：提前14天可免费退改签	new	3334308	2	20260808	20260808_00:02:10
歌手总决赛	new	3309171	3	20260808	20260808_00:02:10
胡彦斌歌王	new	3306029	4	20260808	20260808_00:02:10
公司上四休三但要降薪1000元	hot	3302887	5	20260808	20260808_00:02:10
广东雷州特教招聘违规多人被处分	new	3299744	6	20260808	20260808_00:02:10
河南三支一扶笔试将重考	new	3296602	7	20260808	20260808_00:02:10
Zhihu CLI上线	hot	3284034	8	20260808	20260808_00:02:10
鸿蒙智行回应「竹知了」事件	hot	3233759	9	20260808	20260808_00:02:10
宇树科技发行价 150.80 元/股		3126589	10	20260808	20260808_00:02:10
人大教授6年花35万考证莫言家世		3003395	11	20260808	20260808_00:02:10
泸溪河回应桃酥吃出牙冠	hot	2955864	12	20260808	20260808_00:02:10
DeepSeek 将上调 API 服务定价		2902744	13	20260808	20260808_00:02:10
婚外胚胎案丈夫称已销毁胚胎		2834468	14	20260808	20260808_00:02:10
河南三支一扶考试存组织作弊犯罪	hot	2714729	15	20260808	20260808_00:02:10
曝美国中情局开妓院给平民下药		2647735	16	20260808	20260808_00:02:10
1 岁宝宝碰坏纸巾盒酒店索赔 924 元		2629457	17	20260808	20260808_00:02:10
日本网红 mina 在韩国直播时自杀		2599737	18	20260808	20260808_00:02:10
北京购房政策调整	new	2587965	19	20260808	20260808_00:02:10
余承东称手机将大涨价		2576194	20	20260808	20260808_00:02:10
医生韩杰医疗事故获刑不认罪		2522691	21	20260808	20260808_00:02:10
河南撤回带薪错峰休假通知	hot	2497570	22	20260808	20260808_00:02:10
男子结婚 8 年 3 娃非亲生		2345311	23	20260808	20260808_00:02:10
泸溪河被曝用废油做食品		2281143	24	20260808	20260808_00:02:10
儿科医生韩杰因医疗事故罪被判刑		2240736	25	20260808	20260808_00:02:10
四川宜宾高县 4.9 级地震		2224535	26	20260808	20260808_00:02:10
韩足协7场比赛性贿赂20名裁判		2224425	27	20260808	20260808_00:02:10
我国首次证实「胶球」存在		2204953	28	20260808	20260808_00:02:10
河南带薪错峰休假新政		2130746	29	20260808	20260808_00:02:10
泸溪河回应桃酥吃出牙冠		2959291	12	20260808	20260808_00:11:49
周杰伦 刘若雪		2125728	29	20260808	20260808_00:11:49
粉笔公告自曝决策失误		2170746	29	20260808	20260808_00:21:37
鸿蒙智行回应「竹知了」事件		3174660	9	20260808	20260808_03:12:00
公司上四休三但要降薪1000元		2386624	22	20260808	20260808_03:21:53
广东雷州特教招聘违规多人被处分		2233769	26	20260808	20260808_03:21:53
河南撤回带薪错峰休假通知		2587639	16	20260808	20260808_03:31:52
东航：提前14天可免费退改签		2169547	28	20260808	20260808_03:31:52
北京购房政策调整		2404875	19	20260808	20260808_03:41:49
秋天第一杯奶茶		2042077	29	20260808	20260808_04:02:07
河南三支一扶考试存组织作弊犯罪		2758224	10	20260808	20260808_04:21:53
余承东称手机将大规模涨价		1952045	29	20260808	20260808_05:31:53
胡彦斌歌王		1895674	29	20260808	20260808_06:21:56
字节谢欣曾为张一鸣梁汝波上级		1850867	29	20260808	20260808_07:31:57
歌手总决赛		2101589	25	20260808	20260808_07:51:49
河南密室逃脱遭恶意差评倒闭		1787265	29	20260808	20260808_07:51:49
长鑫拒绝苹果降价要求		3404873	1	20260808	20260808_08:02:03
小米徐洁云回应「孩Go」言论		1785128	29	20260808	20260808_08:02:03
老人拿手机拍照被疯狂弹广告	hot	3261677	2	20260808	20260808_08:41:54
丈夫坠亡百万赔偿款妻女仅得3万	new	3064206	5	20260808	20260808_08:51:51
香港火灾跨部门调查最终报告	new	3160553	4	20260808	20260808_09:12:00
第一批抱冬瓜睡觉受害者出现	hot	2737463	11	20260808	20260808_09:31:41
直播自杀日本女网红已身亡		1804292	29	20260808	20260808_10:11:58
mina直播		1677114	29	20260808	20260808_11:51:45
竹知了视频被投诉下架		1657090	29	20260808	20260808_12:21:32
国乒男单横滨冠军赛全军覆没		1620750	29	20260808	20260808_13:21:59
樊振东媒体叙事遭质疑		1533818	29	20260808	20260808_13:31:58
苏炜杰获考普斯奖		1519201	29	20260808	20260808_14:11:51
笔试前 13 被淘汰后 5 进体检	hot	3865312	0	20260808	20260808_14:32:06
老人拿手机拍照被疯狂弹广告		2380874	17	20260808	20260808_14:41:57
丈夫坠亡百万赔偿款妻女仅得3万	hot	2572671	12	20260808	20260808_14:51:48
新华日报评竹知了事件		1690991	29	20260808	20260808_15:21:59
余承东称手机将大规模涨价	hot	2118106	23	20260808	20260808_15:32:00
日本网红 mina 在韩国直播时自杀	hot	2839215	7	20260808	20260808_15:51:52
