话题	label	热度	index	在榜日期	在榜时间
人大撤销蒋方舟硕士学位	hot	5172576	0	20260714	20260714_00:02:06
6月新增新冠确诊7.9万例	hot	5162576	1	20260714	20260714_00:02:06
沈阳暴雨	hot	3850894	2	20260714	20260714_00:02:06
隋坡差评餐厅老板逆天回怼	hot	3667898	3	20260714	20260714_00:02:06
大连理工领导卧底招生群挑拨关系	hot	3392393	4	20260714	20260714_00:02:06
阿根廷3-1瑞士进4强		3019795	5	20260714	20260714_00:02:06
台风巴威深入内陆		3019132	6	20260714	20260714_00:02:06
HLE 夺得季中赛冠军		2920096	7	20260714	20260714_00:02:06
晋江鞋厂火灾已致 28 死		2844353	8	20260714	20260714_00:02:06
长沙占车位体育局干部被停职		2797143	9	20260714	20260714_00:02:06
内蒙古 16 岁高中生因拍门玩闹被捅杀		2748432	10	20260714	20260714_00:02:06
英格兰2-1淘汰挪威		2578449	11	20260714	20260714_00:02:06
赛力斯预计半年净亏损15-18亿		2501239	12	20260714	20260714_00:02:06
长征十号乙火箭回收成功		2450485	13	20260714	20260714_00:02:06
丘成桐回应「清退」事件		2421183	14	20260714	20260714_00:02:06
具俊晔被曝准备与大S儿女争遗产		2318675	15	20260714	20260714_00:02:06
河北宽城灾情		2293779	16	20260714	20260714_00:02:06
《功夫女足》预测票房大幅飙升		2231067	17	20260714	20260714_00:02:06
韩国股市		2226720	18	20260714	20260714_00:02:06
国际乒联恢复俄罗斯运动员参赛资格		2182602	19	20260714	20260714_00:02:06
安徽大学回应录用学术不端博士		2177296	20	20260714	20260714_00:02:06
功夫女足票房突破1亿		2172539	21	20260714	20260714_00:02:06
世界杯考虑扩军到64队		2107351	22	20260714	20260714_00:02:06
瑞士前锋假摔被罚下		2098483	23	20260714	20260714_00:02:06
美参议员格雷厄姆突发急病死亡		2045054	24	20260714	20260714_00:02:06
外交部回应「南海仲裁案」		1882740	25	20260714	20260714_00:02:06
高考分数排名		1867446	26	20260714	20260714_00:02:06
万元 AI 研学营被曝圈钱糊弄		1864581	27	20260714	20260714_00:02:06
媒体评俄罗斯失败论抬头		1851077	28	20260714	20260714_00:02:06
南非世界杯球员杰登亚当斯离世		1726525	29	20260714	20260714_00:02:06
西班牙vs法国		2013773	25	20260714	20260714_00:21:52
阿根廷申请半决赛穿客场队服		2001084	26	20260714	20260714_00:21:52
冉莹颖邹市明三次离婚没离成		2898721	8	20260714	20260714_00:32:05
长征十号乙火箭实现一子级可控回收		2197328	18	20260714	20260714_02:02:11
英格兰vs阿根廷		2072598	24	20260714	20260714_02:41:47
十个勤天被指抄袭R1SE		1854223	29	20260714	20260714_03:32:12
沈阳暴雨		3610613	3	20260714	20260714_04:51:54
具俊晔方下周与大S儿女方调解		1834414	28	20260714	20260714_06:21:55
蒋方舟天才少女人设		1746883	29	20260714	20260714_07:11:56
刘惜君淘汰		1764005	29	20260714	20260714_08:02:13
厨师离职被要求交出烹饪配方		1748161	29	20260714	20260714_09:51:48
日本宣布可回收火箭试飞成功		1779144	28	20260714	20260714_10:51:49
曝 ICM 2026 菲尔兹奖名单	new	4396517	0	20260714	20260714_11:02:08
内蒙古 16 岁高中生因拍门玩闹被捅杀	hot	2957381	6	20260714	20260714_11:21:53
王虹邓煜 菲尔兹奖	hot	3777630	3	20260714	20260714_11:32:11
A股半日缩量3158亿		1768200	28	20260714	20260714_12:32:07
曝王虹邓煜疑似获菲尔兹奖	hot	4418034	0	20260714	20260714_12:41:52
长沙占车位体育局干部被停职	hot	2904766	5	20260714	20260714_13:32:02
阿根廷夺冠概率跌至第四		1700373	29	20260714	20260714_13:32:02
全楼就贴米字的玻璃碎了		1688704	29	20260714	20260714_13:51:47
霍尔木兹海峡再度暂时关闭		1659826	28	20260714	20260714_14:11:52
范丞丞方起诉司晓迪		1639090	29	20260714	20260714_14:11:52
韩国股市	hot	2799764	6	20260714	20260714_14:21:54
辽宁多地暴雨		1824561	23	20260714	20260714_15:11:54
阿根廷队想给广西捐赠物资		1657699	27	20260714	20260714_15:11:54
法国vs西班牙		1650029	28	20260714	20260714_15:51:59
长鑫近2万员工每人或可分超百万		1638774	29	20260714	20260714_15:51:59
LV起诉国家知产局		1744317	23	20260714	20260714_16:12:00
LV起诉国家知产局	new	4065306	2	20260714	20260714_16:41:58
冉莹颖邹市明三次离婚没离成	hot	2714199	8	20260714	20260714_17:12:03
邹市明夫妇投资理财亏损2亿		1585791	29	20260714	20260714_17:22:01
