话题	label	热度	index	在榜日期	在榜时间
许家印被判处无期徒刑	hot	4434670	0	20260822	20260822_00:01:43
高铁 2 人 3 票占座放零食引争议	hot	3562883	1	20260822	20260822_00:01:43
宇树股价跳水带崩机器人板块	hot	3412420	2	20260822	20260822_00:01:43
Zhihu CLI上线	hot	3297199	3	20260822	20260822_00:01:43
《黑神话：钟馗》发布实机演示视频	hot	3181977	4	20260822	20260822_00:01:43
8月19日DeepSeek灰度测试	hot	2951039	5	20260822	20260822_00:01:43
青岛男子辱骂游客		2852052	6	20260822	20260822_00:01:43
恒大地产集团破产清算	hot	2789816	7	20260822	20260822_00:01:43
北大教授称灵活就业是一种福利		2723501	8	20260822	20260822_00:01:43
泡泡玛特上半年业绩低于预期		2672027	9	20260822	20260822_00:01:43
招商蛇口高管涉酒局伤害女性被刑拘		2648242	10	20260822	20260822_00:01:43
台风「美莎克」致广西 159 人遇难		2636083	11	20260822	20260822_00:01:43
《牛来》票房突破 3000 万		2523779	12	20260822	20260822_00:01:43
宇树科技上市王兴兴不高兴	hot	2512261	13	20260822	20260822_00:01:43
外交部改称靖国神社为战犯神社		2452139	14	20260822	20260822_00:01:43
口腔医生漏诊脑出血		2271492	15	20260822	20260822_00:01:43
近四分之一企业缩减校招		2249518	16	20260822	20260822_00:01:43
上海出台楼市新规		2216823	17	20260822	20260822_00:01:43
失业男子饿 20 天致肾衰竭		2177296	18	20260822	20260822_00:01:43
公司设监狱式待岗工位逼员工离职		2020323	19	20260822	20260822_00:01:43
华为发布行业首款阔直板手机		1966011	20	20260822	20260822_00:01:43
欢迎来龙餐馆 细节		1831150	21	20260822	20260822_00:01:43
deepseek-v4-flash-vision-exp 发布		1801530	22	20260822	20260822_00:01:43
拆解输入的张雪机车遭台当局查扣		1762020	23	20260822	20260822_00:01:43
学籍案弟弟称从小把妈妈当小姨看		1733925	24	20260822	20260822_00:01:43
蒙不法分子擅闯中资营地侮辱中方员工		1677114	25	20260822	20260822_00:01:43
山东临沂一平房院落发生爆炸		1656174	26	20260822	20260822_00:01:43
警方通报小球迷穿武磊球衣遭围攻		1645682	27	20260822	20260822_00:01:43
10 岁男童遭老师殴打后溺亡		1618121	28	20260822	20260822_00:01:43
一博主称在公厕差点被陌生人杀害		1462292	29	20260822	20260822_00:01:43
恒大地产集团破产清算		2798681	7	20260822	20260822_00:12:03
DeepSeek 涨价		1841741	21	20260822	20260822_00:22:04
《黑神话：钟馗》发布实机演示视频		3168111	4	20260822	20260822_00:32:14
亚航一乘客在座位上排泄		1591038	29	20260822	20260822_01:32:12
梅西赛场情绪失控爆发冲突		1596230	29	20260822	20260822_01:52:01
8月19日DeepSeek灰度测试		2963130	5	20260822	20260822_02:42:10
青岛男子辱骂女游客视频		1577992	29	20260822	20260822_02:42:10
宇树科技上市王兴兴不高兴		2658079	11	20260822	20260822_03:21:50
空枪		1723160	26	20260822	20260822_05:42:06
柯洁：装弱智可破围棋AI		1556816	29	20260822	20260822_06:52:02
许家印	hot	2074858	18	20260822	20260822_07:02:16
宇树股价跳水带崩机器人板块		3200871	2	20260822	20260822_07:32:13
陈柏霖逃避兵役案当庭认罪	new	3042682	4	20260822	20260822_08:22:05
铁路部门致歉占座事件		1737846	29	20260822	20260822_11:21:47
梅西赛场情绪失控爆发冲突	hot	2470226	15	20260822	20260822_11:42:19
黄金		1596918	29	20260822	20260822_11:52:11
桃黑黑口碑		1565544	28	20260822	20260822_12:02:17
张雪 送到统一为止		1502957	29	20260822	20260822_12:02:17
曝女星为商业大佬未婚生子		1499439	29	20260822	20260822_12:22:06
财政支出预算首超30万亿元		1412833	28	20260822	20260822_12:31:54
安踏徐阳迁居美国		1387567	28	20260822	20260822_13:02:07
许家印被曝奢靡日常		1380456	29	20260822	20260822_13:02:07
调查组通报杭州酒局事件		2245196	15	20260822	20260822_13:22:12
青岛男子辱骂女游客视频	hot	1985604	19	20260822	20260822_13:31:52
丈夫拍妻子出轨因妨害隐私获刑		1391187	29	20260822	20260822_14:02:04
陈柏霖逃避兵役案当庭认罪		2473788	12	20260822	20260822_14:22:01
