话题	label	热度	index	在榜日期	在榜时间
广西南宁一水库坝体出现缺口	hot	3959564	0	20260709	20260709_00:02:05
司晓迪疑曝与鹿晗暧昧照	hot	3918518	1	20260709	20260709_00:02:05
多益网络徐波称女儿被诱拐走	hot	3401268	2	20260709	20260709_00:02:05
动物园灾前将猛兽锁死致多只溺亡	hot	3243363	3	20260709	20260709_00:02:05
阿根廷 3-2 埃及	hot	3164410	4	20260709	20260709_00:02:05
广西横州一名被蛇咬伤女子离世	hot	3085457	5	20260709	20260709_00:02:05
湖北黄冈鄂州出现龙卷风		2887628	6	20260709	20260709_00:02:05
比利时官方嘲讽美国		2859586	7	20260709	20260709_00:02:05
前华为天才少年李博杰吐槽 DeepSeek 面试		2847266	8	20260709	20260709_00:02:05
雪糕遭大范围滞销		2840534	9	20260709	20260709_00:02:05
恋与深空取消上线敖尹		2807433	10	20260709	20260709_00:02:05
埃及足协正式申诉 要求调查主裁判	hot	2776420	11	20260709	20260709_00:02:05
四川宜宾高县 5.0 级地震		2636370	12	20260709	20260709_00:02:05
超强级别台风巴威持续逼近		2531078	13	20260709	20260709_00:02:05
网友吐槽等退休是场骗局		2474082	14	20260709	20260709_00:02:05
网传浙大火速把校徽给注册了		2407161	15	20260709	20260709_00:02:05
台风巴威登陆地基本锁定闽浙		2403648	16	20260709	20260709_00:02:05
瑞士 4-3 哥伦比亚		2348003	17	20260709	20260709_00:02:05
脱口秀演员唐香玉拒不道歉被强执		2251825	18	20260709	20260709_00:02:05
知名经济学家高善文去世		2194112	19	20260709	20260709_00:02:05
LV在中国密集维权		2152259	20	20260709	20260709_00:02:05
华为天才少年李博杰被控诈骗		2025417	21	20260709	20260709_00:02:05
国家一级文物现「TCL 电视」字样		1987611	22	20260709	20260709_00:02:05
女孩遭性侵后遇煤气爆炸致烧伤		1972292	23	20260709	20260709_00:02:05
美军再袭伊朗强度翻倍		1823011	24	20260709	20260709_00:02:05
高考分数排名		1708651	25	20260709	20260709_00:02:05
C 罗世界杯最后一舞		1676528	26	20260709	20260709_00:02:05
大二女生贷款200万开民宿营收千万		1598634	27	20260709	20260709_00:02:05
小米汽车新产品定名 SKYNOMAD		1576919	28	20260709	20260709_00:02:05
韦东奕获国家自然科学二等奖		1527993	29	20260709	20260709_00:02:05
散帅梗		1575125	29	20260709	20260709_01:32:12
埃及足协正式申诉 要求调查主裁判		2830250	8	20260709	20260709_01:51:53
茉莉奶白输了官司赢了民心		1585791	28	20260709	20260709_04:41:55
阿根廷 3-2 埃及		3427246	2	20260709	20260709_04:51:46
G2对战T1		2074012	20	20260709	20260709_05:21:52
鹿晗 关晓彤		1515557	29	20260709	20260709_05:51:53
广西横州一名被蛇咬伤女子离世		3209709	4	20260709	20260709_06:21:59
动物园灾前将猛兽锁死致多只溺亡		2613341	10	20260709	20260709_06:21:59
法国vs摩洛哥		1460013	29	20260709	20260709_06:21:59
多益网络徐波称女儿被诱拐走		3317163	3	20260709	20260709_06:41:53
司晓迪 鹿晗	hot	2580945	11	20260709	20260709_06:41:53
小红书上市 被举报		1508185	29	20260709	20260709_07:41:55
台风巴威		1578849	28	20260709	20260709_07:51:50
冉莹颖邹市明三次离婚没离成		2520850	11	20260709	20260709_08:02:09
小红书前高管向港交所实名举报		1496488	29	20260709	20260709_08:21:47
日本品牌拿七七当七夕引众怒		1489243	29	20260709	20260709_08:41:52
广西一名被蛇咬伤女子离世		1463654	29	20260709	20260709_09:21:51
广西		1449851	29	20260709	20260709_09:51:42
一个电话就能解决的事逼人走投无路	new	2911640	6	20260709	20260709_10:11:55
台风		1469959	29	20260709	20260709_10:21:54
山东六毛网吧成中年男性避难所		1433214	29	20260709	20260709_10:51:49
亚洲股市全线跳水原因		1420358	28	20260709	20260709_11:21:48
功夫女足		1411313	29	20260709	20260709_11:21:48
小红书遭举报存在VIE信披矛盾等问题		1399073	29	20260709	20260709_11:41:54
1TB固态硬盘涨至950元		1820657	21	20260709	20260709_11:51:45
全球最大数据中心终止建设		1407133	29	20260709	20260709_12:11:48
高善文去世享年55岁		1378278	29	20260709	20260709_12:21:53
超强级别台风巴威持续逼近	hot	2876157	7	20260709	20260709_12:32:04
洪灾已致广西39死9失联	new	3181012	3	20260709	20260709_12:52:02
阿根廷夺冠概率跌至第四		1455421	29	20260709	20260709_12:52:02
特朗普要求切断美国与西班牙贸易		1379368	28	20260709	20260709_14:02:07
美伊再次爆发互袭		1369464	29	20260709	20260709_14:02:07
阿里 全员卸载Claude		1374003	29	20260709	20260709_14:21:53
独生子继承亡母3套房表姐争遗产		1377405	28	20260709	20260709_14:51:41
俄乌大规模互袭		1304296	29	20260709	20260709_14:51:41
GPT-5.6 本周四全面开放		1301712	26	20260709	20260709_15:21:53
Grok4.5发布		1300414	27	20260709	20260709_15:21:53
挪威队赛前多人咳嗽发烧		1279789	28	20260709	20260709_15:21:53
特朗普称美伊谅解备忘录「已终结」		1277740	29	20260709	20260709_15:21:53
