话题	label	热度	index	在榜日期	在榜时间
儿科医生韩杰因医疗事故罪被判刑	hot	4113294	0	20260818	20260818_00:02:13
程序员正在集体自费上班	hot	3496439	1	20260818	20260818_00:02:13
宇树科技8月19日科创板上市	new	3371866	2	20260818	20260818_00:02:13
Zhihu CLI上线	hot	3309579	3	20260818	20260818_00:02:13
3到5年内社保走向全额实缴	hot	3247293	4	20260818	20260818_00:02:13
日本人战斗分队在乌成立	hot	3201675	5	20260818	20260818_00:02:13
17亿全额付款土地被无偿收回	hot	2980982	6	20260818	20260818_00:02:13
DeepSeek 新定价已生效		2858799	7	20260818	20260818_00:02:13
卫龙辣条卖不动了		2735288	8	20260818	20260818_00:02:13
森多夫猜想被攻破		2454035	9	20260818	20260818_00:02:13
《牛来》团队回应下架传闻		2431695	10	20260818	20260818_00:02:13
王曼昱瑞典大满贯女单冠军		2371114	11	20260818	20260818_00:02:13
王艺迪4-2张本美和		2363650	12	20260818	20260818_00:02:13
A 股的牛要来了吗		2355124	13	20260818	20260818_00:02:13
曝追觅大家电解散		2344231	14	20260818	20260818_00:02:13
协和医生用AI解决22年数学难题		2297190	15	20260818	20260818_00:02:13
旺旺连夜晒出无糖低糖新品		2215935	16	20260818	20260818_00:02:13
官方通报传销头目出狱办书院		2147172	17	20260818	20260818_00:02:13
比亚迪销量骤降吉利争销冠		2070471	18	20260818	20260818_00:02:13
五粮液不得低于 800 元抛售		2049050	19	20260818	20260818_00:02:13
蓝盈莹承认新恋情		2046537	20	20260818	20260818_00:02:13
DeepSeek Harness 发布		2015183	21	20260818	20260818_00:02:13
问界儿童车即将上市		2001027	22	20260818	20260818_00:02:13
OpenAI 多名高管相继离职		1982330	23	20260818	20260818_00:02:13
新规禁厨余垃圾直接喂猪		1967205	24	20260818	20260818_00:02:13
蔚来武汉换电站资产转由国资持有		1902233	25	20260818	20260818_00:02:13
欢迎来龙餐馆 细节		1882740	26	20260818	20260818_00:02:13
胖东来闭店一天整条街无人出摊		1876513	27	20260818	20260818_00:02:13
披荆斩棘2026初舞台		1869889	28	20260818	20260818_00:02:13
龙餐馆	hot	1835065	29	20260818	20260818_00:02:13
opencode套餐flash模型调用量削减94%		1829619	28	20260818	20260818_00:42:04
胖东来被涨租逼走却从不涨商户租		1809545	29	20260818	20260818_00:42:04
17亿全额付款土地被无偿收回		3023657	5	20260818	20260818_02:42:03
宇树科技8月19日科创板上市		2096177	18	20260818	20260818_02:42:03
曝谷爱凌LV三公子恋情		1674175	29	20260818	20260818_02:42:03
物理学家克莱因博士学位被撤销		1645370	29	20260818	20260818_03:02:10
日本人战斗分队在乌成立		3242001	4	20260818	20260818_03:42:03
莫斯科遭大规模袭击		1643494	29	20260818	20260818_07:02:32
国乒盼樊振东回归		1561274	29	20260818	20260818_07:32:04
杭州男子偷闻独居女鞋		1557562	29	20260818	20260818_07:51:56
怀孕的身体红利都不让说		1572964	27	20260818	20260818_08:21:59
名校父母劝女儿读中本贯通		1519201	29	20260818	20260818_08:52:03
龙餐馆		2049344	19	20260818	20260818_09:41:48
央视曝光后 云南连夜通报		1520811	29	20260818	20260818_09:51:55
网红小家电集体吃灰		2210940	14	20260818	20260818_10:02:16
路易吉正式认罪		1642303	27	20260818	20260818_10:32:03
极少数巨婴碰瓷了大量公共资源		1930053	22	20260818	20260818_11:11:49
胖东来招军人和刑释人员		2052431	18	20260818	20260818_11:21:57
三孩非亲生案女方当庭承认出轨		1473524	28	20260818	20260818_11:21:57
摩根大通警告明年或爆发全球粮食危机		1466817	29	20260818	20260818_11:21:57
时代峰峻五代被喊嘉豪		1460013	27	20260818	20260818_12:02:18
瑞幸七夕联名陷争议		1459098	28	20260818	20260818_12:02:18
招商蛇口高管涉酒局伤害女性被刑拘		1453109	29	20260818	20260818_12:02:18
曝谷爱凌LV三公子恋情	hot	2162619	14	20260818	20260818_12:32:08
居民存款7月又少了6300亿		1485015	29	20260818	20260818_13:02:15
俄乌相互打击对方设施		1432245	29	20260818	20260818_13:32:03
《牛来》团队回应下架传闻	hot	2806496	7	20260818	20260818_13:51:59
日本正式实施高端机床出口管制		1446101	29	20260818	20260818_14:12:00
卫龙辣条卖不动了	hot	2910067	5	20260818	20260818_14:22:06
重器		1400738	29	20260818	20260818_14:32:02
仲树疑似洗稿		1357627	29	20260818	20260818_15:02:15
女子称就诊遭男医生猥亵		1337773	29	20260818	20260818_15:22:21
榴莲价格彻底崩了		1340749	26	20260818	20260818_15:51:57
汪海林称电影《牛来》有流量推手		1319489	27	20260818	20260818_15:51:57
阿里 101 亿出售灵犀互娱		1297807	28	20260818	20260818_15:51:57
苹果被督促放弃采购中国芯片		1236080	29	20260818	20260818_15:51:57
BBA集体大降价		1259563	28	20260818	20260818_16:22:07
曹云金拿郭德纲砸现挂		1206393	29	20260818	20260818_16:41:58
莫斯科遭大规模袭击	hot	2335506	10	20260818	20260818_16:51:59
招商蛇口高管涉酒局伤害女性被刑拘	new	3565724	1	20260818	20260818_17:11:49
DeepSeek新定价生效		1194071	29	20260818	20260818_17:11:49
官方修改《住房公积金管理条例》	new	3279741	0	20260818	20260818_17:22:00
高市早苗因病遭反噬		1310055	29	20260818	20260818_18:22:13
小米Q2财报发布		1380456	27	20260818	20260818_19:01:56
学校回应弟弟举报哥哥冒名顶替		1313222	29	20260818	20260818_19:01:56
时代峰峻五代被喊嘉豪	hot	2536365	10	20260818	20260818_19:52:27
