话题	label	热度	index	在榜日期	在榜时间
笔试第一称被第二名花钱劝弃考	hot	4531197	0	20260806	20260806_00:02:15
鸿蒙智行回应「竹知了」事件	hot	3645848	1	20260806	20260806_00:02:15
DeepSeek 被称为大模型「斩杀线」	hot	3547259	2	20260806	20260806_00:02:15
婚外胚胎案丈夫称已销毁胚胎	new	3499143	3	20260806	20260806_00:02:15
同济大学取消教师长期聘任	hot	3451027	4	20260806	20260806_00:02:15
美国拟禁止进口中国光模块	hot	3158576	5	20260806	20260806_00:02:15
长鑫拒绝苹果降价要求	new	3149332	6	20260806	20260806_00:02:15
妈妈罚男孩一次性吃30袋魔芋爽	hot	3140089	7	20260806	20260806_00:02:15
患癌妻子申请销毁婚外胚胎遭拒	hot	3086274	8	20260806	20260806_00:02:15
周杰伦 刘若雪	hot	3032459	9	20260806	20260806_00:02:15
竹知了视频被投诉下架		3027695	10	20260806	20260806_00:02:15
韩国宣布国家灾难状态	hot	2691367	11	20260806	20260806_00:02:15
泰航拒绝20多名中国乘客登机	hot	2583653	12	20260806	20260806_00:02:15
全国新冠阳性率突破 20.3%		2454791	13	20260806	20260806_00:02:15
河南带薪错峰休假新政		2392905	14	20260806	20260806_00:02:15
知友邓煜获得菲尔兹奖		2334519	15	20260806	20260806_00:02:15
我国深入持续扫黑除恶一年专项行动		2254436	16	20260806	20260806_00:02:15
美国制裁洽洽瓜子思念水饺		2154264	17	20260806	20260806_00:02:15
24岁华尔街AI天才爆仓		2136230	18	20260806	20260806_00:02:15
赛力斯 7 月新能源销量同比大跌		2051991	19	20260806	20260806_00:02:15
精神小伙一封写给妈妈的信获赞200万		2035924	20	20260806	20260806_00:02:15
蔡崇信宣布离婚		2018459	21	20260806	20260806_00:02:15
香港胚胎错配案员工潜逃被通缉		1885709	22	20260806	20260806_00:02:15
中国烹协撤销烹饪大师等全部称号		1874744	23	20260806	20260806_00:02:15
婚外试管案原配不再回应家事细节		1821902	24	20260806	20260806_00:02:15
广东四岁男童无人照顾夜宿路边		1817442	25	20260806	20260806_00:02:15
44岁爸爸因叛逆期女儿考研上985		1597949	26	20260806	20260806_00:02:15
青岛一仓库发生火灾		1590342	27	20260806	20260806_00:02:15
我国首批高速将迎来免费潮		1587546	28	20260806	20260806_00:02:15
周杰伦 私生子		1506946	29	20260806	20260806_00:02:15
婚外胚胎案丈夫称已销毁胚胎		2507401	12	20260806	20260806_00:11:49
官方回应青岛大火		1840455	24	20260806	20260806_00:21:52
婚外胚胎案丈夫称已销毁胚胎	hot	2549237	11	20260806	20260806_00:41:45
泰航拒绝20多名中国乘客登机		2525296	12	20260806	20260806_00:41:45
美国将 43 家中企拉黑		2103740	18	20260806	20260806_00:41:45
美国拟禁止进口中国光模块		3194391	4	20260806	20260806_02:11:55
中方反制 7 家美国实体		1531936	29	20260806	20260806_02:21:48
长鑫拒绝苹果降价要求		2468629	11	20260806	20260806_02:41:44
小英和男助播好暧昧		1494793	29	20260806	20260806_02:41:44
长鑫拒绝苹果降价要求	hot	2482176	11	20260806	20260806_02:51:41
恋与深空将永远只有五位男主		1527993	29	20260806	20260806_03:11:50
刘亦菲 迪丽热巴		1402707	29	20260806	20260806_03:31:52
短剧演员降薪		1373893	29	20260806	20260806_04:11:47
婚外胚胎案当事人女儿刚考上一本	hot	2279725	15	20260806	20260806_05:21:46
妈妈罚男孩一次性吃30袋魔芋爽		3130272	6	20260806	20260806_05:41:43
同济大学取消教师长期聘任		3338903	4	20260806	20260806_06:11:47
DeepSeek 被称为大模型「斩杀线」		3438179	3	20260806	20260806_06:51:54
梅姨真实姓名为「谢某梅」	new	3372009	4	20260806	20260806_07:31:52
禁止将本书用于人工智能训练		1667529	27	20260806	20260806_08:41:46
卓伟出手基本是实锤	hot	2371890	15	20260806	20260806_08:51:45
