话题	label	热度	index	在榜日期	在榜时间
台风巴威又改路线了	hot	6300223	0	20260711	20260711_00:02:05
晋江鞋厂火灾已致 28 死	hot	3447195	1	20260711	20260711_00:02:05
脱口秀演员唐香玉拒不道歉被强执	hot	3214891	2	20260711	20260711_00:02:05
长征十号乙火箭回收成功	hot	3141278	3	20260711	20260711_00:02:05
《歌手 2026》第八期	hot	3104472	4	20260711	20260711_00:02:05
北京暴雨	hot	3086069	5	20260711	20260711_00:02:05
法国 2-0 摩洛哥		3067666	6	20260711	20260711_00:02:05
东航航班乘客腹泻失禁事件	hot	3023459	7	20260711	20260711_00:02:05
埃及足协正式申诉 要求调查主裁判		2931895	8	20260711	20260711_00:02:05
阿根廷 3-2 埃及		2619893	9	20260711	20260711_00:02:05
广西洪水致养蛇场眼镜蛇逃逸		2498560	10	20260711	20260711_00:02:05
国家一级文物现「TCL 电视」字样		2341704	11	20260711	20260711_00:02:05
西班牙vs比利时		2309694	12	20260711	20260711_00:02:05
深圳理工将逐步取消大学英语		2278845	13	20260711	20260711_00:02:05
BLG 3:1 HLE 晋级决赛		2248783	14	20260711	20260711_00:02:05
长沙通报体育局员工恶意霸占车位		2149411	15	20260711	20260711_00:02:05
韦东奕获国家自然科学二等奖		2045948	16	20260711	20260711_00:02:05
高考分数排名		1891012	17	20260711	20260711_00:02:05
Grok4.5发布		1827646	18	20260711	20260711_00:02:05
广西南宁一水库坝体出现缺口		1821362	19	20260711	20260711_00:02:05
鹿晗 司晓迪	hot	1815078	20	20260711	20260711_00:02:05
小米汽车新产品定名 SKYNOMAD		1798522	21	20260711	20260711_00:02:05
丹顶鹤被一把抱走其他鹤一键跟随		1762517	22	20260711	20260711_00:02:05
一家四口澳门发烧入境检疫异常		1708375	23	20260711	20260711_00:02:05
四川宜宾高县 5.0 级地震		1663150	24	20260711	20260711_00:02:05
饶毅质疑国二科学价值遭举报		1618121	25	20260711	20260711_00:02:05
浙江宁波大量飞鸟飞离巢穴		1585791	26	20260711	20260711_00:02:05
papi酱邀梁靖崑上节目		1577277	27	20260711	20260711_00:02:05
知名经济学家高善文去世		1506117	28	20260711	20260711_00:02:05
雷军正式公布小米汽车第二产品系列		1406313	29	20260711	20260711_00:02:05
丘成桐回应「清退」事件		1358197	29	20260711	20260711_00:21:52
长征十号乙火箭将首飞		1586774	26	20260711	20260711_01:21:49
两部门对氦气临时禁止出口		1303651	29	20260711	20260711_01:52:02
上班隐形成本其实很高		1293867	29	20260711	20260711_02:11:57
西班牙 vs 比利时	hot	3178695	5	20260711	20260711_02:31:59
李钟硕IU宣布分手		1624667	24	20260711	20260711_02:31:59
《歌手 2026》第八期		2098889	15	20260711	20260711_03:32:00
长征十号乙		1838951	17	20260711	20260711_03:32:00
长征十号乙火箭回收成功		3905832	1	20260711	20260711_06:21:48
东航航班乘客腹泻失禁事件		3072916	5	20260711	20260711_07:21:41
西班牙2-1比利时	hot	3302161	3	20260711	20260711_07:51:47
巴威再度增强为强台风级	hot	3712854	0	20260711	20260711_08:02:11
晋江鞋厂火灾已致 28 死		3335369	2	20260711	20260711_08:02:11
广西捕蛇人2天擒获两千斤蛇		1669437	23	20260711	20260711_08:21:47
恋与深空		1468166	28	20260711	20260711_08:51:37
广东IP劝江浙沪囤货		2236028	14	20260711	20260711_09:41:46
山东六毛网吧成中年男性避难所		1429327	29	20260711	20260711_10:11:53
福建晋江鞋厂火灾		1358311	27	20260711	20260711_10:41:53
脱口秀唐香玉拒不道歉被强执		1342288	28	20260711	20260711_10:41:53
哈兰德吐槽姆巴佩点球被叫停		1288557	29	20260711	20260711_10:41:53
媒体评俄罗斯失败论抬头		1287220	29	20260711	20260711_11:11:46
