话题	label	热度	index	在榜日期	在榜时间
人大通报未发现蒋方舟学术不端		3531138	1	20260707	20260707_06:51:53
孙颖莎冠军		2204501	20	20260707	20260707_06:51:53
世界杯		1671693	26	20260707	20260707_07:02:07
葡萄牙0-1 西班牙	hot	3520952	1	20260707	20260707_07:41:35
中国男篮vs中国台北男篮		1596574	29	20260707	20260707_08:11:57
国家一级文物现「TCL 电视」字样		3214815	5	20260707	20260707_08:31:59
博主李要拍西藏火了将被奖励 50 万		1413439	29	20260707	20260707_08:31:59
老人月入2万与儿媳争财产败诉		1970601	24	20260707	20260707_09:31:53
广西多座水库突发险情		1438508	29	20260707	20260707_10:21:51
雪糕遭大范围滞销		1402707	29	20260707	20260707_10:51:52
台风		1348394	29	20260707	20260707_11:11:48
LV在中国密集维权		1645682	25	20260707	20260707_11:41:51
司晓迪疑似发鹿晗	hot	2217532	20	20260707	20260707_12:11:54
葡萄牙 0-1 西班牙	hot	3672388	1	20260707	20260707_12:41:53
美国 1-4 比利时	hot	3659795	3	20260707	20260707_12:41:53
C 罗世界杯最后一舞		1290556	29	20260707	20260707_12:51:54
海力士撕掉合约，取消价格上限	hot	2289485	18	20260707	20260707_13:02:04
网传浙大火速把校徽给注册了		1263119	29	20260707	20260707_13:32:01
阿根廷 vs 埃及		1241329	28	20260707	20260707_14:51:54
野狗骨头		1218677	29	20260707	20260707_14:51:54
金山办公回应「WPS滥收费」		1210421	29	20260707	20260707_15:02:06
广西洪水冲毁养蛇场致眼镜蛇逃逸	hot	3601903	2	20260707	20260707_15:21:59
国际足联主席回应红牌禁赛暂缓		1222278	27	20260707	20260707_15:21:59
高考数据通		1219149	28	20260707	20260707_15:21:59
司晓迪疑曝与鹿晗暧昧照	hot	2793558	9	20260707	20260707_16:11:51
多益网络徐波称女儿被诱拐走	hot	2779259	10	20260707	20260707_16:11:51
深圳暴雨		1270143	27	20260707	20260707_16:11:51
广西洪水致养蛇场眼镜蛇逃逸		1248716	29	20260707	20260707_16:21:48
湖北黄冈鄂州出现龙卷风	hot	2792282	10	20260707	20260707_16:41:54
巴西球迷痛批内马尔		1798290	19	20260707	20260707_16:51:34
前华为天才少年李博杰吐槽 DeepSeek 面试		1406825	28	20260707	20260707_16:51:34
甘肃宕昌山体滑坡多人失联		1290556	27	20260707	20260707_17:21:55
比利时官方嘲讽美国		1202326	29	20260707	20260707_17:21:55
网友吐槽等退休是场骗局		1210421	29	20260707	20260707_17:51:30
传统纹样为什么被大牌合法圈占		1206393	29	20260707	20260707_19:41:53
