话题	label	热度	index	在榜日期	在榜时间
韩国散户杠杆爆仓	hot	4776255	0	20260717	20260717_00:01:56
阿根廷 2-1 英格兰	hot	3838832	1	20260717	20260717_00:01:56
贾浅浅硕士学位被撤销	hot	3654992	2	20260717	20260717_00:01:56
人大撤销蒋方舟硕士学位		3490023	3	20260717	20260717_00:01:56
具俊晔被曝准备与大S儿女争遗产	hot	3354026	4	20260717	20260717_00:01:56
曝《功夫女足》被偷票房	hot	2918155	5	20260717	20260717_00:01:56
吴绮莉公开成龙拒认女儿原因	hot	2894123	6	20260717	20260717_00:01:56
女子煲汤邻居误以为尸臭报警	hot	2697904	7	20260717	20260717_00:01:56
邹市明夫妇投资理财亏损2亿		2679539	8	20260717	20260717_00:01:56
西班牙阿根廷谁能夺冠	hot	2628588	9	20260717	20260717_00:01:56
LV起诉国家知产局		2412435	10	20260717	20260717_00:01:56
蒋方舟天才少女人设		2370510	11	20260717	20260717_00:01:56
邹市明夫妇2亿理财亏损始末		2290841	12	20260717	20260717_00:01:56
长鑫科技发行价为8.66元/股		2157425	13	20260717	20260717_00:01:56
特朗普性侵案败诉 赔付女作家560万		2091263	14	20260717	20260717_00:01:56
华伦天奴猪蹄鞋		2029246	15	20260717	20260717_00:01:56
高考分数排名		2002046	16	20260717	20260717_00:01:56
曾硬刚王健林的80后干部徐刘蔚被查		1931145	17	20260717	20260717_00:01:56
曝具俊晔祭拜大 S 是节目组摆拍		1898583	18	20260717	20260717_00:01:56
男子无证囤 900 条真烟获刑		1808408	19	20260717	20260717_00:01:56
贝林厄姆疑似掌击阿根廷球员巴尔科		1765737	20	20260717	20260717_00:01:56
深圳文和友确认撤场		1758527	21	20260717	20260717_00:01:56
白鹿告别欢娱影视		1702832	22	20260717	20260717_00:01:56
日本护士将排泄物混入患者输液		1660735	23	20260717	20260717_00:01:56
邹市明夫妇被质疑卖惨引流		1599661	24	20260717	20260717_00:01:56
英媒批阿根廷主裁为黑幕		1561643	25	20260717	20260717_00:01:56
Kimi-K3 灰度测试		1443741	26	20260717	20260717_00:01:56
《功夫女足》热映		1407849	27	20260717	20260717_00:01:56
英格兰教练图赫尔排兵布阵		1361040	28	20260717	20260717_00:01:56
realme 手机退出中国市场		1361040	29	20260717	20260717_00:01:56
长鑫科技开启申购		1346641	29	20260717	20260717_00:21:41
美军宣布对伊朗开始新一波打击		1350139	29	20260717	20260717_00:41:43
KIMI K3模型正式上线		1369464	29	20260717	20260717_01:31:46
女子煲汤邻居误以为尸臭报警		3093017	4	20260717	20260717_02:01:51
吴绮莉公开成龙拒认女儿原因		2993718	5	20260717	20260717_02:21:41
西班牙阿根廷谁能夺冠		2751728	7	20260717	20260717_02:31:50
佛得角的含金量还在上升		1874744	19	20260717	20260717_03:21:36
曝《功夫女足》被偷票房		3023690	4	20260717	20260717_04:21:39
世界杯		1583676	26	20260717	20260717_04:51:38
具俊晔被曝准备与大S儿女争遗产		3330901	3	20260717	20260717_06:31:47
曾硬刚王健林的80后干部徐刘蔚被查	hot	2573302	9	20260717	20260717_06:31:47
赤峰一民宿禁止夫妻情侣入住	hot	2328507	12	20260717	20260717_06:51:37
功夫女足		1725459	24	20260717	20260717_07:21:39
纸嫁衣9		1659219	26	20260717	20260717_07:31:52
阿根廷 2-1 英格兰		3694694	2	20260717	20260717_07:51:40
贾浅浅硕士学位被撤销		3625012	2	20260717	20260717_08:51:16
曝大S手机写的遗嘱徐家不认		1998866	18	20260717	20260717_08:51:16
徐刘蔚被查		1646928	28	20260717	20260717_08:51:16
黄金		1475474	29	20260717	20260717_09:31:50
晋江火灾		1438986	29	20260717	20260717_09:51:42
长鑫科技中一签需缴4330元		1404771	29	20260717	20260717_10:21:46
重庆彭水发生山体垮塌	new	4073343	1	20260717	20260717_11:01:56
韩国股市连日暴跌暴涨过山车		1387994	29	20260717	20260717_11:21:38
阿根廷冲击卫冕		1384133	29	20260717	20260717_12:11:42
小鹏 MONA L03 慕尼黑全球上市		1372237	29	20260717	20260717_12:51:37
曲婉婷自曝得乳腺癌	new	3098881	7	20260717	20260717_13:01:53
realme 手机退出中国市场	hot	2593715	11	20260717	20260717_13:51:39
重庆彭水发生山体垮塌 		1513929	28	20260717	20260717_15:01:51
西班牙2-0法国		1982827	20	20260717	20260717_15:21:42
重庆彭水发生山体崩塌		1575125	28	20260717	20260717_15:31:47
